lloc,scloc,calculated_length,volume,difficulty,effort,time,bugs,Target
0.071022727,0.068027211,0.044603224,0.044795712,0.297454115,0.026352829,0.026352829,0.044795712,1
0.048295455,0.05170068,0.019308149,0.014595317,0.153463588,0.00483876,0.00483876,0.014595317,1
0.025568182,0.066666667,0.005119656,0.006764303,0.020299416,0.000601268,0.000601268,0.006764303,1
0.085227273,0.092517007,0.005640702,0.032728038,0.304491246,0.019707854,0.019707854,0.032728038,1
0.099431818,0.100680272,0.111003342,0.11686253,0.25662098,0.059937234,0.059937234,0.11686253,1
0.048295455,0.05170068,0.018292075,0.022228165,0.217880403,0.00993314,0.00993314,0.022228165,1
0.056818182,0.059863946,0.040743453,0.046446019,0.242053041,0.022671934,0.022671934,0.046446019,1
0.095170455,0.100680272,0.085879239,0.072546425,0.315890149,0.045002552,0.045002552,0.072546425,1
0.063920455,0.057142857,0.015970811,0.019267505,0.166455214,0.006820345,0.006820345,0.019267505,1
0.082386364,0.070748299,0.083431475,0.118548768,0.596802842,0.133378524,0.133378524,0.118548768,1
0.046875,0.054421769,0.042391329,0.04210847,0.210301954,0.018149453,0.018149453,0.04210847,1
0.208806818,0.191836735,0.036498284,0.03517402,0.298969805,0.020818786,0.020818786,0.03517402,1
0.065340909,0.104761905,0.054575467,0.04617553,0.415953496,0.037041574,0.037041574,0.04617553,1
0.136363636,0.210884354,0.101398502,0.147418376,0.962192337,0.262690634,0.262690634,0.147418376,1
0.051136364,0.06122449,0.040878941,0.041435952,0.341030195,0.027649535,0.027649535,0.041435952,1
0.068181818,0.066666667,0.068916333,0.072014884,0.447940455,0.061812435,0.061812435,0.072014884,1
0.068181818,0.068027211,0.074297703,0.088881361,0.513439905,0.08672528,0.08672528,0.08888136,1
0.056818182,0.088435374,0.03012985,0.026004699,0.126032898,0.007271474,0.007271474,0.026004699,1
0.132102273,0.133333333,0.137812933,0.161431225,0.768086025,0.231257779,0.231257779,0.161431225,1
0.112215909,0.111564626,0.126480659,0.158152554,0.775555384,0.228693024,0.228693024,0.158152554,1
0.127840909,0.134693878,0.247903684,0.310819321,0.748521,0.434001709,0.434001709,0.310819321,1
0.065340909,0.081632653,0.095271566,0.096798338,0.360474899,0.067768148,0.067768148,0.096798338,1
0.154829545,0.115646259,0.342514314,0.470477675,0.426944835,0.384918346,0.384918346,0.470477675,1
0.099431818,0.097959184,0.068833984,0.050163795,0.204101405,0.021041184,0.021041184,0.050163795,1
0.056818182,0.053061224,0.01423214,0.011437419,0.137359384,0.003469056,0.003469056,0.011437419,1
0.092329545,0.084353741,0.024051518,0.018825419,0.128634197,0.005369402,0.005369402,0.018825419,1
0.065340909,0.053061224,0.007432535,0.007518094,0.009473061,0.000515994,0.000515994,0.007518094,1
0.063920455,0.058503401,0,0.000780496,0.085257549,0.000199158,0.000199158,0.000780496,1
0.061079545,0.070748299,0.06186761,0.052326968,0.35823128,0.036499411,0.036499411,0.052326968,1
0.106534091,0.127891156,0.117816926,0.119806402,0.556327036,0.126063555,0.126063555,0.119806402,1
0.082386364,0.08707483,0.062037802,0.05773913,0.592742959,0.064682132,0.064682132,0.05773913,1
0.083806818,0.078911565,0.070013976,0.063073641,0.29710964,0.037009655,0.037009655,0.063073641,1
0.092329545,0.081632653,0.076468071,0.078990147,0.577426126,0.086206819,0.086206819,0.078990147,1
0.058238636,0.065306122,0.200589287,0.185069644,0.254739222,0.094223517,0.094223517,0.185069644,1
0.09375,0.088435374,0.092976033,0.099954712,0.602164952,0.113467162,0.113467162,0.099954712,1
0.069602273,0.058503401,0.051597483,0.059738224,0.508880995,0.057876562,0.057876562,0.059738224,1
0.109375,0.108843537,0.087404243,0.094960403,0.616127886,0.110199305,0.110199305,0.094960403,1
0.106534091,0.110204082,0.087138727,0.080604096,0.386391584,0.060222208,0.060222208,0.080604096,1
0.0625,0.058503401,0.027279487,0.026955102,0.318593998,0.016945883,0.016945883,0.026955102,1
0.085227273,0.080272109,0.025327823,0.02542057,0.451154529,0.022102826,0.022102826,0.02542057,1
0.117897727,0.111564626,0.090635055,0.102741384,0.682060391,0.131400568,0.131400568,0.102741384,1
0.086647727,0.092517007,0.049235433,0.053751288,0.59582287,0.060532611,0.060532611,0.053751288,1
0.100852273,0.097959184,0.049116156,0.048524589,0.331261101,0.031496587,0.031496587,0.048524589,1
0.100852273,0.097959184,0.041320436,0.048833651,0.336970312,0.032199533,0.032199533,0.04883365,1
0.068181818,0.074829932,0.054978321,0.069620312,0.218378985,0.030956891,0.030956891,0.069620312,1
0.130681818,0.129251701,0.066435005,0.0735283,0.373509262,0.053244494,0.053244494,0.0735283,1
0.069602273,0.07755102,0.06375527,0.060984261,0.622853759,0.071613494,0.071613494,0.06098426,1
0.072443182,0.070748299,0.076108455,0.078650701,0.447293227,0.067397148,0.067397148,0.078650701,1
0.063920455,0.080272109,0.03732205,0.036138346,0.386027235,0.027076023,0.027076023,0.036138346,1
0.072443182,0.100680272,0.066666874,0.061286728,0.431971581,0.050870402,0.050870402,0.061286728,1
0.072443182,0.070748299,0.051597483,0.039268185,0.3330373,0.025643995,0.025643995,0.039268185,1
0.090909091,0.107482993,0.051597483,0.047738546,0.411190053,0.037878254,0.037878254,0.047738546,1
0.15625,0.155102041,0.143626555,0.183476286,0.666591721,0.229301854,0.229301854,0.183476285,1
0.140625,0.141496599,0.119197797,0.10942561,0.539964476,0.11194022,0.11194022,0.10942561,1
0.103693182,0.108843537,0.087900181,0.077789481,0.449691777,0.066997616,0.066997616,0.077789481,1
0.160511364,0.163265306,0.146318254,0.152362198,0.505229919,0.146244755,0.146244755,0.152362198,1
0.136363636,0.13877551,0.182051886,0.246799748,0.788998553,0.362640422,0.362640422,0.246799748,1
0.076704545,0.074829932,0.084657399,0.097718631,0.384752015,0.072682286,0.072682286,0.097718631,1
0.09375,0.088435374,0.101294235,0.157073331,0.395118318,0.119649433,0.119649433,0.157073331,1
0.113636364,0.117006803,0.088432431,0.108228843,0.574941932,0.117532985,0.117532985,0.108228843,1
0.083806818,0.082993197,0.030940806,0.032931528,0.514536786,0.032349053,0.032349053,0.032931527,1
0.061079545,0.104761905,0.029149916,0.022877929,0.198934281,0.00943331,0.00943331,0.022877929,1
0.217329545,0.231292517,0.270670923,0.281434326,0.705046494,0.371012361,0.371012361,0.281434326,1
0.099431818,0.103401361,0.063478848,0.049405461,0.210024693,0.021252823,0.021252823,0.049405461,1
0.071022727,0.068027211,0.08657512,0.111705734,0.613520009,0.12905676,0.12905676,0.111705734,1
0.068181818,0.074829932,0.021127476,0.017722783,0.138752481,0.005385176,0.005385176,0.017722782,1
0.086647727,0.082993197,0.061423245,0.068395259,0.533819788,0.069304012,0.069304012,0.068395259,1
0.265625,0.26122449,0.226851445,0.310864033,0.741066321,0.429899153,0.429899153,0.310864032,1
0.107954545,0.127891156,0.123165701,0.131692648,0.348134991,0.089212818,0.089212818,0.131692647,1
0.052556818,0.058503401,0.035365397,0.033561348,0.242131439,0.016418606,0.016418606,0.033561348,1
0.083806818,0.084353741,0.084207818,0.066350119,0.401348461,0.051393547,0.051393547,0.066350119,1
0.041193182,0.048979592,0.027638858,0.022625401,0.210301954,0.009797385,0.009797385,0.022625401,1
0.0625,0.062585034,0.070013976,0.06903447,0.331987728,0.044834249,0.044834249,0.06903447,1
0.106534091,0.099319728,0.064113683,0.059207467,0.3339254,0.038681129,0.038681129,0.059207466,1
0.09375,0.095238095,0.096228536,0.098271923,0.618906651,0.11452388,0.11452388,0.098271924,1
0.079545455,0.089795918,0.179637019,0.219845831,0.445233866,0.187200576,0.187200576,0.219845831,1
0.071022727,0.081632653,0.179340032,0.216777326,0.344440497,0.145306912,0.145306912,0.216777326,1
0.055397727,0.059863946,0.102427122,0.124918125,0.352947917,0.085713798,0.085713798,0.124918125,1
0.061079545,0.066666667,0.134914781,0.174514037,0.581845377,0.19151868,0.19151868,0.174514037,1
0.055397727,0.058503401,0.076055086,0.078990147,0.655623941,0.097335441,0.097335441,0.078990147,1
0.075284091,0.074829932,0.123986587,0.135279255,0.743140426,0.187780362,0.187780362,0.135279255,1
0.09375,0.092517007,0.084725179,0.096557108,0.530870337,0.097224562,0.097224562,0.096557108,1
0.107954545,0.111564626,0.081048004,0.129596821,0.76731794,0.185545161,0.185545161,0.129596821,1
0.078125,0.074829932,0.071995151,0.071937127,0.479160643,0.065793562,0.065793562,0.071937127,1
0.215909091,0.206802721,0.184245525,0.274391728,1,0.507209252,0.507209252,0.274391728,1
0.0625,0.058503401,0.106293233,0.153036582,0.419182948,0.123203787,0.123203787,0.153036582,1
0.088068182,0.070748299,0.058870053,0.087891686,0.586049638,0.097256306,0.097256306,0.087891685,1
0.061079545,0.063945578,0.027279487,0.027573631,0.306628027,0.016733229,0.016733229,0.027573631,1
0.09375,0.081632653,0.068833984,0.067960488,0.291942516,0.03923334,0.03923334,0.067960488,1
0.075284091,0.082993197,0.051512343,0.040858413,0.125518058,0.011353244,0.011353244,0.040858413,1
0.085227273,0.084353741,0.070375157,0.063664521,0.624493328,0.074936331,0.074936331,0.063664521,1
0.0625,0.053061224,0.017460109,0.02054154,0.407341622,0.016264417,0.016264417,0.02054154,1
0.095170455,0.096598639,0.042955349,0.037688794,0.253812703,0.01921993,0.01921993,0.037688793,1
0.085227273,0.096598639,0.067656845,0.059062142,0.33020384,0.038190119,0.038190119,0.059062142,1
0.120738636,0.136054422,0.066435005,0.065411568,0.330880487,0.042358928,0.042358928,0.065411568,1
0.073863636,0.085714286,0.022143549,0.017392955,0.172186814,0.00634605,0.00634605,0.017392955,1
0.011363636,0.014965986,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,1
0.126420455,0.12244898,0.11144208,0.116313547,0.611012433,0.133843543,0.133843543,0.116313547,1
0.234375,0.238095238,0.306814502,0.385793242,0.713432216,0.51427909,0.51427909,0.385793242,1
0.248579545,0.244897959,0.300900499,0.406510748,0.707114144,0.537263434,0.537263434,0.406510748,1
0.254261364,0.258503401,0.166101348,0.211541449,0.687744227,0.272374217,0.272374217,0.211541449,1
0.061079545,0.074829932,0.035879491,0.036163003,0.207678645,0.015429147,0.015429147,0.036163002,1
0.092329545,0.104761905,0.159403584,0.156343483,0.236097828,0.074374443,0.074374443,0.156343482,1
0.080965909,0.078911565,0.025269016,0.020614692,0.064958132,0.003487066,0.003487066,0.020614692,1
0.099431818,0.072108844,1,1,0.197239559,0.405318735,0.405318735,1,1
0.065340909,0.103401361,0.051454434,0.045431041,0.072968172,0.008305552,0.008305552,0.045431041,1
0.068181818,0.053061224,0.017351682,0.022948281,0.161042037,0.007882814,0.007882814,0.022948281,1
0.004261364,0.262585034,0.007203837,0.011890168,0.263892413,0.006364657,0.006364657,0.011890168,1
0.019886364,0.08707483,0.218952731,0.308729595,0.213143872,0.134022387,0.134022387,0.308729595,1
0.065340909,0.065306122,0.01423214,0.073647299,0.824156306,0.113139943,0.113139943,0.073647299,1
0.053977273,0.053061224,0.011998044,0.021085035,0.219602777,0.009493562,0.009493562,0.021085034,1
0.052556818,0.054421769,0.194448581,0.236147655,0.438084386,0.198031128,0.198031129,0.236147655,1
0.078125,0.066666667,0.155187682,0.213994276,0.629848404,0.253253412,0.253253412,0.213994276,1
0.058238636,0.053061224,0.04413534,0.038651729,0.306731181,0.023405695,0.023405695,0.038651729,1
0.061079545,0.069387755,0.062891843,0.066934506,0.361634103,0.047052425,0.047052425,0.066934506,1
0.063920455,0.065306122,0.169810704,0.23719478,0.348727057,0.160805505,0.160805505,0.237194779,1
0.055397727,0.058503401,0.130748756,0.124132227,0.153755067,0.040680367,0.040680367,0.124132227,1
0.147727273,0.144217687,0.095372255,0.097932194,0.515678992,0.095926948,0.095926948,0.097932194,1
0.075284091,0.072108844,0.023800492,0.036589053,0.864755138,0.059089826,0.059089826,0.036589053,1
0.059659091,0.059863946,0.04535718,0.046492529,0.412568139,0.037010312,0.037010312,0.046492529,1
0.036931818,0.159183673,0.153174258,0.224836504,0.25257948,0.113571228,0.113571228,0.224836504,1
0.058238636,0.063945578,0.034863418,0.038407161,0.184724689,0.014786759,0.014786759,0.038407161,1
0.007102273,0.058503401,0.005119656,0.006764303,0.008119767,0.000447632,0.000447632,0.006764303,1
0.056818182,0.057142857,0.000521045,0.00056454,0,2.88E-05,2.88E-05,0.000564539,1
0.058238636,0.06122449,0.000521045,0.00056454,0,2.88E-05,2.88E-05,0.000564539,1
0.096590909,0.115646259,0.002084181,0.002156177,0,0.000110038,0.000110038,0.002156176,1
0.009943182,0.093877551,0.003322937,0.008504357,0.57785672,0.009528831,0.009528831,0.008504357,1
0.072443182,0.069387755,0.01029319,0.009645258,0.248667851,0.004915453,0.004915453,0.009645258,1
0.052556818,0.08707483,0.006773588,0.004925341,0.028419183,0.000515994,0.000515994,0.00492534,1
0.066761364,0.063945578,0.006252543,0.004688065,0,0.000239249,0.000239249,0.004688065,1
0.09375,0.089795918,0.040743453,0.059790643,0.318490843,0.037396186,0.037396186,0.059790643,1
0.069602273,0.066666667,0.021638658,0.032805255,0.211565029,0.014236317,0.014236317,0.032805255,1
0.069602273,0.06122449,0.032329922,0.047135297,0.198934281,0.019336863,0.019336863,0.047135297,1
0.049715909,0.054421769,0.017912204,0.013554386,0.056838366,0.002101747,0.002101747,0.013554386,1
0.026988636,0.024489796,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.018465909,0.019047619,0.003545619,0.002661342,0.028419183,0.000284914,0.000284914,0.002661342,0
0.009943182,0.024489796,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.021306818,0.020408163,0.012938437,0.009105792,0.113676732,0.002376622,0.002376622,0.009105792,0
0.005681818,0.00952381,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.025568182,0.024489796,0.007203837,0.00649002,0.133976148,0.001955221,0.001955221,0.00649002,0
0.005681818,0.006802721,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.007102273,0.006802721,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.005681818,0.005442177,0.001759801,0.001552091,0.047365305,0.000233353,0.000233353,0.001552091,0
0.009943182,0.00952381,0.001759801,0.001552091,0.047365305,0.000233353,0.000233353,0.001552091,0
0.005681818,0.004081633,0.002605226,0.001757389,0.028419183,0.000192649,0.000192649,0.001757388,0
0.028409091,0.027210884,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.004261364,0.004081633,0.001759801,0.001250048,0.028419183,0.000140866,0.000140866,0.001250048,0
0.007102273,0.006802721,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.017045455,0.017687075,0.008671291,0.007667644,0.075784488,0.001470204,0.001470204,0.007667644,0
0.032670455,0.031292517,0.013771384,0.013788771,0.089629731,0.002964905,0.002964905,0.013788771,0
0.015625,0.016326531,0.013291747,0.010146454,0.09473061,0.002288107,0.002288107,0.010146454,0
0.005681818,0.005442177,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.008522727,0.006802721,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.004261364,0.002721088,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.007102273,0.005442177,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.008522727,0.008163265,0.001759801,0.001250048,0.028419183,0.000140866,0.000140866,0.001250048,0
0.001420455,0,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.001420455,0.001360544,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.001420455,0.001360544,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.001420455,0.001360544,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.001420455,0.002721088,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.001420455,0.001360544,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.001420455,0.001360544,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.001420455,0.001360544,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.001420455,0.001360544,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.001420455,0.001360544,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.007102273,0.008163265,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.004261364,0.002721088,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.004261364,0.002721088,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.028409091,0.02585034,0.022925991,0.025982513,0.38365897,0.01940602,0.01940602,0.025982513,0
0.007102273,0.008163265,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.052556818,0.050340136,0.00426333,0.00286182,0.056838366,0.000464703,0.000464703,0.00286182,0
0.029829545,0.032653061,0.023111125,0.024454203,0.139104422,0.007421557,0.007421557,0.024454203,0
0.001420455,0.001360544,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.015625,0.013605442,0.002084181,0.001552091,0,7.92E-05,7.92E-05,0.001552091,0
0.011363636,0.008163265,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.017045455,0.013605442,0.002605226,0.001757389,0.028419183,0.000192649,0.000192649,0.001757388,0
0.014204545,0.013605442,0,0,0,0,0,0,0
0.039772727,0.038095238,0.050337995,0.037617997,0.282415631,0.021129611,0.021129611,0.037617997,0
0.045454545,0.043537415,0.018292075,0.018854915,0.179988159,0.007140492,0.007140492,0.018854915,0
0.009943182,0.013605442,0.001759801,0.001250048,0.028419183,0.000140866,0.000140866,0.001250048,0
0.007102273,0.006802721,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.028409091,0.03537415,0.016573275,0.013001804,0.181445553,0.004984688,0.004984688,0.013001804,0
0.039772727,0.042176871,0.010457109,0.007168902,0.113676732,0.001882388,0.001882388,0.007168902,0
0.012784091,0.010884354,0.003322937,0.002661342,0.078152753,0.000545831,0.000545831,0.002661342,0
0.011363636,0.00952381,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.017045455,0.016326531,0.006124828,0.00406109,0.085257549,0.000868842,0.000868842,0.00406109,0
0.065340909,0.073469388,0.019308149,0.012881223,0.142095915,0.004010648,0.004010648,0.012881223,0
0.008522727,0.008163265,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.017045455,0.016326531,0.008336724,0.008133986,0.142095915,0.002557032,0.002557032,0.008133986,0
0.008522727,0.006802721,0.005279403,0.003451007,0.056838366,0.000554908,0.000554908,0.003451007,0
0.058238636,0.063945578,0.00989313,0.007441648,0.056838366,0.00116588,0.00116588,0.007441648,0
0.011363636,0.00952381,0.002605226,0.001757389,0.028419183,0.000192649,0.000192649,0.001757388,0
0.022727273,0.068027211,0.008336724,0.006268619,0.09946714,0.00148607,0.00148607,0.006268619,0
0.012784091,0.031292517,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.015625,0.021768707,0.007491299,0.006940032,0.078152753,0.001364671,0.001364671,0.006940032,0
0.038352273,0.03537415,0.017652284,0.014357249,0.231725646,0.006815321,0.006815321,0.014357249,0
0.028409091,0.029931973,0.00426333,0.00286182,0.056838366,0.000464703,0.000464703,0.00286182,0
0.046875,0.046258503,0.019698022,0.016880776,0.14920071,0.005454012,0.005454012,0.016880775,0
0.049715909,0.05170068,0.030678879,0.025649354,0.215727434,0.011346134,0.011346134,0.025649354,0
0.022727273,0.021768707,0.004561693,0.004422813,0.047365305,0.000624029,0.000624029,0.004422813,0
0.015625,0.014965986,0.004561693,0.003252069,0.028419183,0.000345208,0.000345208,0.003252068,0
0.022727273,0.076190476,0.000521045,0.001595421,0.056838366,0.000270815,0.000270815,0.001595421,0
0.032670455,0.031292517,0.027638858,0.023243929,0.220248668,0.010482363,0.010482363,0.023243929,0
0.004261364,0.004081633,0.000521045,0.000358363,0,1.83E-05,1.83E-05,0.000358363,0
0.009943182,0.00952381,0.00426333,0.00286182,0.056838366,0.000464703,0.000464703,0.00286182,0
