loc,lloc,scloc,comments,single_comments,blanks,calculated_length,volume,difficulty,effort,time,bugs,Target
0.042211904,0.078365986,0.042500618,0.048109966,0.056818182,0.033355134,0.025657822,0.0167309,0.174404151,0.00498277,0.00498277,0.0167309,1
0.033910229,0.040433514,0.023227082,0.264604811,0.299242424,0.039241334,0.001132496,0.000630213,0.018537534,3.80E-05,3.80E-05,0.000630213,1
0.091318418,0.1425594,0.108722511,0.316151203,0.352272727,0.026814912,0.151373816,0.12226008,0.214807746,0.043890484,0.043890484,0.12226008,1
0.007598143,0.017924135,0.010130961,0.027491409,0.037878788,0.003924133,0.004545845,0.002555428,0.074150138,0.000372341,0.000372341,0.002555428,1
0.038553539,0.038766153,0.057573511,0.058419244,0.060606061,0.009156311,0.007072804,0.006065798,0.145028946,0.001541505,0.001541505,0.006065798,1
0.020261714,0.041684035,0.025945145,0.065292096,0.060606061,0.013734467,0.023014602,0.015061945,0.09742066,0.002696262,0.002696262,0.015061945,1
0.011256508,0.018757816,0.012849024,0.017182131,0.018939394,0.009156311,0.009799048,0.005999175,0.117123513,0.001264271,0.001264271,0.005999175,1
0.040523428,0.080450188,0.060291574,0.027491409,0.022727273,0.0176586,0.043436942,0.036273857,0.176693208,0.01090858,0.01090858,0.036273857,1
0.005909667,0.014172572,0.008154188,0.003436426,0.003787879,0.001308044,0.002392773,0.001287232,0.037075069,0.000114144,0.000114144,0.001287232,1
0.038553539,0.038766153,0.057573511,0.058419244,0.060606061,0.009156311,0.007072804,0.006065798,0.145028946,0.001541505,0.001541505,0.006065798,1
0.008301674,0.017924135,0.011119348,0.013745704,0.015151515,0.004578156,0.004668711,0.002701364,0.055612603,0.000314104,0.000314104,0.002701364,1
0.254959899,0.453939141,0.325179145,0.625429553,0.799242424,0.068018313,0.050569972,0.036216786,0.104910222,0.006886102,0.006886102,0.036216786,1
0.051076404,0.045435598,0.067951569,0.04467354,0.049242424,0.017004578,0.03923553,0.032882646,0.152109358,0.008644865,0.008644865,0.032882646,1
0.030533277,0.043768237,0.025698048,0.003436426,0.003787879,0.023544801,0.011460159,0.007604769,0.101243457,0.001411758,0.001411758,0.007604769,1
0.040101309,0.068361817,0.049913516,0.199312715,0.21969697,0.018312623,0.057282456,0.045509855,0.162388802,0.01267861,0.01267861,0.045509855,1
0.050091459,0.093372238,0.054608352,0.140893471,0.189393939,0.022890778,0.054608153,0.038842271,0.248363096,0.015967972,0.015967972,0.038842271,1
0.037990713,0.072530221,0.044971584,0.113402062,0.140151515,0.022890778,0.030430402,0.020720123,0.183098805,0.006444234,0.006444234,0.020720123,1
0.019417476,0.046686119,0.021497405,0.006872852,0.090909091,0.017004578,0.030228329,0.0239688,0.25091877,0.009958433,0.009958433,0.0239688,1
0.014774166,0.002501042,0.019273536,0.041237113,0.037878788,0.008502289,0.001290611,0.00113137,0.006179178,4.37E-05,4.37E-05,0.00113137,1
0.042634023,0.040433514,0.061774154,0.099656357,0.109848485,0.0176586,0.005492041,0.0035017,0.018537534,0.00020166,0.00020166,0.0035017,1
0.004502603,0.012922051,0.007659995,0,0,0.002616089,0.000166425,9.84E-05,0,2.80E-06,2.80E-06,9.84E-05,1
0.151962854,0.0950396,0.242401779,0.099656357,0.071969697,0.054283846,0.03619399,0.02335101,0.150790392,0.006096331,0.006096331,0.02335101,1
0.066976221,0.098374323,0.089201878,0.137457045,0.109848485,0.040549379,0.065765669,0.047521946,0.128450349,0.010754715,0.010754715,0.047521946,1
0.070915998,0.074197582,0.083518656,0.041237113,0.045454545,0.027468934,0.003579775,0.002306705,0,6.58E-05,6.58E-05,0.002306705,1
0.030111158,0.076698624,0.044971584,0.027491409,0.03030303,0.0176586,0.000832127,0.000666924,0.027806302,5.06E-05,5.06E-05,0.000666924,1
0.042211904,0.097957482,0.053372869,0.127147766,0.181818182,0.025506867,0.004969079,0.00335282,0.081279959,0.000523525,0.000523525,0.00335282,1
0.114534966,0.238849521,0.132937979,0.515463918,0.590909091,0.080444735,0.022995753,0.018918562,0.28151186,0.008759298,0.008759298,0.018918562,1
0.047840158,0.086702793,0.06350383,0.027491409,0.022727273,0.031393067,0.004601912,0.002927657,0.018537534,0.000168935,0.000168935,0.002927657,1
0.027015618,0.046269279,0.026192241,0,0,0.014388489,0.000166425,9.84E-05,0,2.80E-06,2.80E-06,9.84E-05,1
0.057689602,0.033764068,0.079070917,0.017182131,0.018939394,0.013080445,0.004969079,0.0035017,0.095539601,0.00062472,0.00062472,0.0035017,1
0.030111158,0.074614423,0.046948357,0.003436426,0.003787879,0.017004578,0.002392773,0.001534257,0.037075069,0.000135268,0.000135268,0.001534257,1
0.176023639,0.255523135,0.243637262,0.426116838,0.276515152,0.120340092,0.011367355,0.009914504,0.03177863,0.000770553,0.000770553,0.009914504,1
0.065428451,0.086285952,0.076352854,0.18556701,0.204545455,0.039241334,0.000332851,0.000285625,0.037075069,2.85E-05,2.85E-05,0.000285625,1
0.069931054,0.134639433,0.082777366,0.192439863,0.212121212,0.033355134,0.002930693,0.00184851,0.018537534,0.000107415,0.000107415,0.00184851,1
0.02617138,0.090871196,0.036323202,0.010309278,0.011363636,0.025506867,0.000166425,0.000154946,0,4.42E-06,4.42E-06,0.000154946,1
0.07471507,0.163818258,0.098591549,0.144329897,0.140151515,0.058207979,0.109691023,0.101570513,0.383836008,0.062884187,0.062884187,0.101570513,1
0.09511749,0.152146728,0.090931554,0.219931271,0.185606061,0.071942446,0.107484401,0.078735836,0.299486634,0.038535105,0.038535105,0.078735836,1
0.089770649,0.245935807,0.135903138,0.065292096,0.071969697,0.047089601,0.06069013,0.04844499,0.070858426,0.006666948,0.006666948,0.04844499,1
0.071056705,0.160900375,0.09710897,0.113402062,0.125,0.053629823,0.043051268,0.040661292,0.11585959,0.008415528,0.008415528,0.040661292,1
0.073870832,0.167569821,0.097603163,0.164948454,0.181818182,0.05559189,0.025038992,0.018174585,0.086871975,0.002955299,0.002955299,0.018174585,1
0.062473618,0.150062526,0.086236719,0.099656357,0.106060606,0.045781557,0.032001011,0.02115328,0.057966576,0.002494739,0.002494739,0.02115328,1
0.010271563,0.005002084,0.017296763,0.024054983,0,0.003924133,0.013215545,0.078675143,0.858905763,0.106241821,0.106241821,0.078675143,1
0.005346841,0.002917882,0.008401285,0.020618557,0.003787879,0.003924133,0.010122725,0.009814969,0.116631988,0.002052762,0.002052762,0.009814969,1
0.005346841,0.002917882,0.008401285,0.020618557,0.003787879,0.003924133,0.01481808,0.014355891,0.116280898,0.002988765,0.002988765,0.01435589,1
0.006753905,0.005002084,0.011366444,0.030927835,0,0.003270111,0.005721283,0.012213406,0.155251851,0.003280769,0.003280769,0.012213406,1
0.006191079,0.007503126,0.009389671,0.013745704,0.015151515,0.003270111,0.001132496,0.00253461,0.085272658,0.000413943,0.000413943,0.00253461,1
0.628113128,0.984160067,1,0.048109966,0.056818182,0.264879006,0.17007661,0.261398941,0.438770885,0.183856957,0.183856957,0.26139894,1
0.066131983,0.082117549,0.057573511,0.085910653,0.09469697,0.047089601,0.096999845,0.07330084,0.342456557,0.04072522,0.04072522,0.07330084,1
0.040101309,0.062526053,0.048430936,0.092783505,0.132575758,0.024198823,0.050253695,0.056717258,0.184757427,0.017749728,0.017749728,0.056717258,1
0.040382721,0.065027095,0.054114159,0.020618557,0.018939394,0.039895356,0.194362734,0.145660765,0.083906735,0.022953971,0.022953971,0.145660765,1
0.048965808,0.07169654,0.063256733,0.134020619,0.147727273,0.036625245,0.013358386,0.01118813,0.13807267,0.002709366,0.002709366,0.01118813,1
0.030251864,0.050854523,0.025945145,0.003436426,0.041666667,0.026160889,0.001457036,0.001213907,0.030895891,9.57E-05,9.57E-05,0.001213907,1
0.018151119,0.043351396,0.026933531,0,0,0.015042511,0.000665702,0.000591795,0,1.69E-05,1.69E-05,0.000591795,1
0.046433094,0.112130054,0.065233506,0.075601375,0.083333333,0.030739045,0.015604462,0.020497488,0.102221261,0.003817258,0.003817258,0.020497488,1
0.033347404,0.08378491,0.052137386,0,0,0.018966645,0.015604462,0.015213736,0.095865535,0.002686776,0.002686776,0.015213736,1
0.039538483,0.096706961,0.060291574,0,0,0.026160889,0.015604462,0.015213736,0.095865535,0.002686776,0.002686776,0.015213736,1
0.113127902,0.200083368,0.117865085,0.219931271,0.21969697,0.096141269,0.141520094,0.135112658,0.516491019,0.111211,0.111211,0.135112658,1
0.080202617,0.115881617,0.07734124,0.151202749,0.151515152,0.079136691,0.112267588,0.102089752,0.4902148,0.079916121,0.079916121,0.102089752,1
0.158013226,0.291371405,0.182851495,0.432989691,0.454545455,0.118378025,0.201388299,0.182124063,0.503883891,0.146354388,0.146354388,0.182124063,1
0.0643028,0.126719466,0.074128984,0.12371134,0.132575758,0.04381949,0.118284593,0.099800738,0.381299673,0.061399724,0.061399724,0.099800738,1
0.053046292,0.092538558,0.055349642,0.085910653,0.090909091,0.041857423,0.051969361,0.035499224,0.322382639,0.018644472,0.018644472,0.035499224,1
0.053609118,0.057940809,0.03286385,0.006872852,0.015151515,0.058207979,0.032658271,0.02430034,0.22615792,0.00916789,0.00916789,0.02430034,1
0.058393134,0.074197582,0.076847047,0.271477663,0.299242424,0.018312623,0.082209212,0.080452009,0.13815199,0.019398575,0.019398575,0.080452009,1
0.220064725,0.485202168,0.290585619,0.563573883,0.587121212,0.154349248,0.246628164,0.494354378,1,0.774337411,0.774337411,0.494354378,1
0.053046292,0.108795331,0.072893501,0.048109966,0.064393939,0.044473512,0.020275586,0.023182275,0.216572659,0.008404488,0.008404488,0.023182275,1
0.038412832,0.09545644,0.057079318,0.024054983,0.026515152,0.024852845,0.066109132,0.047275349,0.105371248,0.009018775,0.009018775,0.047275349,1
0.104544815,0.246352647,0.155917964,0.072164948,0.079545455,0.06147809,0.05625142,0.054584674,0.121420851,0.011760221,0.011760221,0.054584673,1
0.116364148,0.229262193,0.148505065,0.092783505,0.075757576,0.136690647,0.123180889,0.120281757,0.191554523,0.038877438,0.038877438,0.120281757,1
0.077951316,0.162984577,0.111934766,0.030927835,0.045454545,0.060170046,0.207886746,0.244271681,0.461753131,0.180448194,0.180448194,0.244271681,1
0.13901787,0.223843268,0.191005683,0.250859107,0.276515152,0.094833224,0.173213955,0.158214279,0.27108418,0.070487719,0.070487719,0.158214279,1
0.087237934,0.122967903,0.071163825,0.151202749,0.159090909,0.06147809,0.125376745,0.112374914,0.513923562,0.092061228,0.092061228,0.112374914,1
0.149711552,0.187578158,0.108969607,0.144329897,0.140151515,0.09941138,0.301758006,0.271870496,0.551616904,0.238406541,0.238406541,0.271870495,1
0.036302237,0.081283868,0.046948357,0.003436426,0.003787879,0.045781557,0.001290611,0.000830676,0,2.37E-05,2.37E-05,0.000830676,1
0.050654285,0.109629012,0.067210279,0.04467354,0.053030303,0.039895356,0.024097994,0.019211289,0.190897163,0.00620765,0.00620765,0.019211289,1
0.03658365,0.066694456,0.049419323,0.058419244,0.041666667,0.024198823,0.003332982,0.002703057,0.025278456,0.000184889,0.000184889,0.002703057,1
0.018291825,0.010421009,0.027180628,0.030927835,0.034090909,0.009156311,0.002963176,0.004684817,0.259525482,0.002031533,0.002031533,0.004684817,1
0.064443506,0.140475198,0.058561898,0.027491409,0.412878788,0.075212557,0.006616226,0.005023496,0.127445549,0.001141611,0.001141611,0.005023497,1
0.099197974,0.173822426,0.11168767,0.587628866,0.640151515,0.056899935,0.151172934,0.121035647,0.327496442,0.06443587,0.06443587,0.121035646,1
0.026593499,0.054606086,0.03212256,0.12371134,0.132575758,0.0176586,0.027485046,0.038128565,0.545374264,0.033120796,0.033120796,0.038128565,1
0.02617138,0.06002501,0.035087719,0.017182131,0.018939394,0.027468934,0.021624202,0.013295138,0.111225207,0.002664961,0.002664961,0.013295138,1
0.062051499,0.073363902,0.04595997,0.347079038,0.382575758,0.041857423,0.067582789,0.062993402,0.249768885,0.026015813,0.026015813,0.062993402,1
0.112846489,0.155898291,0.079070917,0.089347079,0.132575758,0.098757358,0.049297724,0.032372923,0.134818432,0.007648516,0.007648516,0.032372923,1
0.079499085,0.092955398,0.054855448,0.013745704,0.011363636,0.068018313,0.045442845,0.039523574,0.323116265,0.020798744,0.020798744,0.039523574,1
0.053609118,0.075864944,0.037064492,0.013745704,0.015151515,0.043165468,0.013540086,0.008788556,0.100102686,0.001614246,0.001614246,0.008788556,1
0.112565077,0.139641517,0.083271559,0.164948454,0.174242424,0.086330935,0.043382469,0.029828154,0.348404072,0.016867961,0.016867961,0.029828154,1
0.092866188,0.157148812,0.096614776,0.092783505,0.109848485,0.068672335,0.059720836,0.043840607,0.287702535,0.020675492,0.020675492,0.043840607,1
0.088785704,0.179658191,0.108228317,0.103092784,0.113636364,0.03793329,0.143497448,0.134380736,0.378510587,0.082083022,0.082083022,0.134380736,1
0.014492754,0.025427261,0.015072894,0.017182131,0.003787879,0.007848267,0.020088093,0.02137811,0.273428633,0.009627454,0.009627454,0.02137811,1
0.200647249,0.229262193,0.137879911,0.271477663,0.303030303,0.200130804,0.0917851,0.061884144,0.256986094,0.026245728,0.026245728,0.061884144,1
0.018010412,0.020008337,0.024956758,0,0,0.013080445,0.015359689,0.010684805,0.08505457,0.001711287,0.001711287,0.010684805,1
0.046714507,0.065027095,0.038794169,0.017182131,0.015151515,0.030085023,0.043092721,0.029678831,0.236109649,0.011646801,0.011646801,0.029678831,1
0.069649641,0.115047937,0.071658018,0.134020619,0.151515152,0.05559189,0.095290489,0.084715079,0.431961877,0.058729871,0.058729871,0.084715079,1
0.158576052,0.275114631,0.157894737,0.120274914,0.193181818,0.134074559,0.181858742,0.124811156,0.361906445,0.073052259,0.073052259,0.124811155,1
0.096383847,0.195498124,0.129972819,0.079037801,0.087121212,0.075212557,0.09051617,0.103323618,0.319455046,0.053733309,0.053733309,0.103323618,1
0.015196285,0.015423093,0.022485792,0.017182131,0.011363636,0.007848267,0.008966043,0.006040113,0.108576988,0.001192496,0.001192496,0.006040113,1
0.12438441,0.212588579,0.171732147,0.192439863,0.147727273,0.082406802,0.292279372,0.255268934,0.438380086,0.179393064,0.179393064,0.255268934,1
0.061347967,0.097957482,0.053372869,0.04467354,0.071969697,0.051013734,0.031865718,0.02021129,0.151080906,0.00528792,0.00528792,0.02021129,1
0.126776418,0.173405586,0.106745738,0.075601375,0.064393939,0.098103336,0.13632689,0.155638036,0.497981474,0.123665155,0.123665155,0.155638036,1
0.042493316,0.076698624,0.048678033,0.116838488,0.106060606,0.03793329,0.051079231,0.046996967,0.372242215,0.028280248,0.028280248,0.046996967,1
0.082172506,0.144226761,0.104768965,0.130584192,0.15530303,0.045781557,0.108081233,0.076323369,0.24526584,0.030986228,0.030986228,0.076323369,1
0.128324187,0.209253856,0.113664443,0.137457045,0.265151515,0.11706998,0.099629465,0.080531449,0.388092254,0.050394752,0.050394752,0.080531449,1
0.072745181,0.112963735,0.075364468,0.013745704,0.015151515,0.048397646,0.136196134,0.114390012,0.325396721,0.06053035,0.06053035,0.114390012,1
0.03813142,0.058774489,0.031628367,0.010309278,0.022727273,0.035971223,0.018787954,0.011958313,0.114552456,0.002459772,0.002459772,0.011958313,1
0.0554383,0.051271363,0.026192241,0.075601375,0.087121212,0.058862001,0.025303766,0.019671304,0.265441717,0.008618746,0.008618746,0.019671304,1
0.017025468,0.032513547,0.020014826,0.017182131,0.018939394,0.015696534,0.018787954,0.016099691,0.157806704,0.004382807,0.004382807,0.016099691,1
1,1,0.647887324,1,1,1,1,1,0.631766786,1,1,1,1
0.426058815,0.593580659,0.359525574,0.481099656,0.583333333,0.361674297,0.512609712,0.423933439,0.457164119,0.310138631,0.310138631,0.423933439,1
0.048965808,0.087536474,0.04966642,0.116838488,0.113636364,0.040549379,0.055515867,0.040364772,0.243719795,0.016304098,0.016304098,0.040364772,1
0.033347404,0.062109212,0.042500618,0.048109966,0.049242424,0.034663179,0.043515955,0.028366688,0.23513399,0.011090363,0.011090363,0.028366688,1
0.039538483,0.065027095,0.045218681,0.10652921,0.09469697,0.042511445,0.051303627,0.038914519,0.2826974,0.01805583,0.01805583,0.038914519,1
0.053468411,0.093789079,0.068198666,0.12371134,0.09469697,0.036625245,0.053284471,0.035646821,0.308056331,0.01793502,0.01793502,0.035646821,1
0.035739412,0.062942893,0.04966642,0.065292096,0.041666667,0.022236756,0.040336359,0.026402787,0.242815592,0.010637035,0.010637035,0.026402787,1
0.151400028,0.282617757,0.208796639,0.395189003,0.397727273,0.078482668,0.178398475,0.138688223,0.437327126,0.097262001,0.097262001,0.138688223,1
0.086534403,0.165485619,0.115394119,0.199312715,0.223484848,0.052975801,0.159032218,0.131702624,0.390872628,0.082952795,0.082952795,0.131702624,1
0.028141269,0.055856607,0.035334816,0.024054983,0.022727273,0.017004578,0.040364544,0.028607318,0.192231693,0.009292341,0.009292341,0.028607318,1
0.106936823,0.211754898,0.142821843,0.072164948,0.075757576,0.071288424,0.19532864,0.145186406,0.396796257,0.092764214,0.092764214,0.145186406,1
0.129168425,0.254689454,0.180380529,0.140893471,0.143939394,0.083714846,0.219175964,0.180562535,0.332841133,0.097593058,0.097593058,0.180562535,1
0.050513578,0.0712797,0.055843835,0.223367698,0.253787879,0.031393067,0.040768837,0.029219523,0.292161987,0.013991484,0.013991484,0.029219523,1
0.02349796,0.045435598,0.024956758,0.027491409,0.03030303,0.014388489,0.008966043,0.008077286,0.150948495,0.002121576,0.002121576,0.008077286,1
0.031377515,0.050437682,0.036076106,0.037800687,0.045454545,0.026814912,0.043560261,0.037981222,0.233382806,0.014738088,0.014738088,0.037981222,1
0.081468974,0.096290121,0.06202125,0.408934708,0.454545455,0.074558535,0.072214737,0.055597552,0.351579393,0.031679431,0.031679431,0.055597552,1
0.037427888,0.03543143,0.020756116,0.075601375,0.102272727,0.039895356,0.019205794,0.012889639,0.218442298,0.00472082,0.00472082,0.012889639,1
0.09047418,0.177157149,0.138868298,0,0,0.054937868,0.089753992,0.109273661,0.156817521,0.0294809,0.0294809,0.109273661,1
0.130012664,0.196748645,0.194465036,0.134020619,0.147727273,0.063440157,0.086777226,0.086212735,0.392222222,0.054494903,0.054494903,0.086212735,1
0.057548895,0.0712797,0.053372869,0.137457045,0.147727273,0.024852845,0.073745863,0.142562077,0.300901259,0.070056714,0.070056714,0.142562077,1
0.09779091,0.126719466,0.085989622,0.192439863,0.208333333,0.142576848,0.073151214,0.052403161,0.29924877,0.025639101,0.025639101,0.052403161,1
0.156746869,0.240516882,0.152705708,0.178694158,0.208333333,0.139306736,0.202720691,0.165319626,0.359883858,0.096234698,0.096234698,0.165319626,1
0.112987196,0.078782826,0.035087719,0.030927835,0.034090909,0.107259647,0.008351406,0.005131028,0.118054825,0.001090628,0.001090628,0.005131028,1
0.246376812,0.363067945,0.334074623,0.793814433,0.840909091,0.117724003,0.289613311,0.348548874,0.385562086,0.216615857,0.216615856,0.348548874,1
0.151681441,0.359316382,0.212503089,0.357388316,0.390151515,0.077174624,0.101793913,0.128666787,0.395966341,0.082049977,0.082049977,0.128666787,1
0.006472492,0.015423093,0.009389671,0.003436426,0.003787879,0.006540222,0.00815886,0.005565802,0.078784521,0.000841549,0.000841549,0.005565802,1
0.035317293,0.080450188,0.04966642,0.030927835,0.03030303,0.027468934,0.024488259,0.019296075,0.210223529,0.006810496,0.006810496,0.019296075,1
0.020261714,0.044601917,0.028910304,0.058419244,0.064393939,0.008502289,0.006748263,0.004068202,0.074150138,0.000587941,0.000587941,0.004068202,1
0.059800197,0.140892038,0.083024463,0.151202749,0.166666667,0.031393067,0.040164393,0.031165246,0.100102686,0.005696322,0.005696322,0.031165246,1
0.028281976,0.070446019,0.036323202,0.006872852,0.109848485,0.018312623,0.033757687,0.026532232,0.353784132,0.015228409,0.015228409,0.026532232,1
0.159701703,0.311796582,0.18902891,0.364261168,0.40530303,0.096141269,0.131663765,0.15774668,0.628676486,0.157055191,0.157055191,0.157746679,1
0.026874912,0.04793664,0.033358043,0.020618557,0.018939394,0.035317201,0.077258731,0.049852734,0.13206197,0.011558751,0.011558751,0.049852734,1
0.007457436,0.033347228,0.011860638,0,0,0.005232178,0.007858492,0.00483952,0.055612603,0.000557888,0.000557888,0.00483952,1
0.024764317,0.048353481,0.032369657,0.034364261,0.037878788,0.024852845,0.100941692,0.066063224,0.136170778,0.015730395,0.015730395,0.066063224,1
0.190938511,0.293455607,0.181616012,0.075601375,0.071969697,0.115107914,0.184873143,0.136394257,0.340271372,0.075288405,0.075288405,0.136394257,1
0.097368791,0.222592747,0.144798616,0.109965636,0.090909091,0.05559189,0.167728617,0.127100726,0.237998023,0.050162034,0.050162034,0.127100726,1
0.008442381,0.018757816,0.013343217,0.003436426,0,0.0058862,0.004245477,0.002642032,0.055612603,0.00030734,0.00030734,0.002642032,1
0.026734206,0.050020842,0.031875463,0.144329897,0.162878788,0.013734467,0.030040138,0.020861567,0.16586215,0.005933287,0.005933287,0.020861567,1
0.005628254,0.009170488,0.008895478,0,0,0.004578156,0.001132496,0.000830676,0.025952548,5.97E-05,5.97E-05,0.000830676,1
0.089489236,0.1663193,0.108722511,0.182130584,0.231060606,0.057553957,0.110933064,0.079521208,0.207641693,0.02767877,0.02767877,0.079521208,1
0.0465738,0.076698624,0.044477391,0.003436426,0.003787879,0.044473512,0.04523148,0.037194457,0.330823692,0.020016815,0.020016815,0.037194457,1
0.032925285,0.069195498,0.041018038,0.006872852,0.007575758,0.045127534,0.010122725,0.00651951,0.078012124,0.00097644,0.00097644,0.00651951,1
0.042774729,0.104626928,0.064739313,0.017182131,0.022727273,0.025506867,0.011866631,0.010818051,0.084743015,0.001727295,0.001727295,0.010818051,1
0.034050936,0.068361817,0.042994811,0.10652921,0.121212121,0.025506867,0.019526703,0.013487841,0.169689738,0.003922348,0.003922348,0.013487841,1
0.063177149,0.090871196,0.055102545,0.281786942,0.310606061,0.020928712,0.04673507,0.035031504,0.270052971,0.01557477,0.01557477,0.035031504,1
0.085830871,0.201333889,0.119594762,0.274914089,0.299242424,0.032701112,0.055102649,0.052534121,0.275526302,0.023784228,0.023784228,0.052534121,1
0.074152244,0.174239266,0.105757351,0.223367698,0.246212121,0.024198823,0.084394003,0.125797254,0.405945138,0.082152362,0.082152362,0.125797254,1
0.038412832,0.087536474,0.052384482,0.147766323,0.162878788,0.013734467,0.049017749,0.061760903,0.309385058,0.031175375,0.031175375,0.061760903,1
0.09047418,0.184660275,0.128737336,0.309278351,0.340909091,0.022890778,0.034915084,0.033286852,0.302779729,0.016479234,0.016479234,0.033286852,1
0.070493879,0.160900375,0.100568322,0.226804124,0.25,0.020274689,0.04381384,0.068653947,0.355263635,0.039499218,0.039499218,0.068653947,1
0.111017307,0.080867028,0.042006425,0.027491409,0.03030303,0.089601046,0.02507179,0.021680019,0.244077537,0.008781323,0.008781323,0.021680018,1
0.132123259,0.147144644,0.082036076,0.06185567,0.068181818,0.117724003,0.075686147,0.054494872,0.324254906,0.028759284,0.028759284,0.054494872,1
0.073870832,0.1425594,0.108969607,0.072164948,0.079545455,0.043165468,0.033885387,0.027995108,0.218264519,0.010217406,0.010217406,0.027995108,1
0.030533277,0.068361817,0.033852236,0.092783505,0.204545455,0.018966645,0.02965814,0.019061109,0.018537534,0.00108867,0.00108867,0.019061109,1
0.032643872,0.0712797,0.036817396,0.099656357,0.212121212,0.019620667,0.098752589,0.075324322,0.158676631,0.020542599,0.020542599,0.075324322,1
0.034613761,0.069195498,0.041018038,0.092783505,0.204545455,0.018966645,0.032619395,0.021010723,0.055612603,0.002401661,0.002401661,0.021010723,1
0.033206698,0.072947061,0.035581913,0.10652921,0.234848485,0.021582734,0.037132405,0.023871868,0.018537534,0.001362921,0.001362921,0.023871868,1
